id,emission_type,livestock_category_type,livestock_production_type,climate,moisture,manure_management_type,value,value_min,value_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, table 10.14 (footnotes)."
139638,EmissionType object (4),Deer,Low-Productivity,Tropical,Wet,Composting,0.04,0.028,0.052,
139639,EmissionType object (4),Deer,Low-Productivity,Tropical,Wet,Aerobic Treatment,0,0,0,
139640,EmissionType object (4),Deer,Low-Productivity,Tropical,Moist,Lagoon,0,0,0,
139641,EmissionType object (4),Deer,Low-Productivity,Tropical,Moist,Liquid/Slurry,0,0,0,
139642,EmissionType object (4),Deer,Low-Productivity,Tropical,Moist,Solid Storage,0.015,0.0105,0.0195,
139643,EmissionType object (4),Deer,Low-Productivity,Tropical,Moist,Dry Lot,0.035,0.0245,0.0455,
139644,EmissionType object (4),Deer,Low-Productivity,Tropical,Moist,Pasture/Range/Paddock,0.12,0.084,0.156,
139645,EmissionType object (4),Deer,Low-Productivity,Tropical,Moist,Daily Spread,0,0,0,
139646,EmissionType object (4),Deer,Low-Productivity,Tropical,Moist,Digester,0,0,0,
139647,EmissionType object (4),Deer,Low-Productivity,Tropical,Moist,Burned For Fuel,0,0,0,
139648,EmissionType object (4),Deer,Low-Productivity,Tropical,Moist,Pit<1Month,0,0,0,
139649,EmissionType object (4),Deer,Low-Productivity,Tropical,Moist,Pit>1Month,0,0,0,
139650,EmissionType object (4),Deer,Low-Productivity,Tropical,Moist,Poultry Manure,0,0,0,
139651,EmissionType object (4),Deer,Low-Productivity,Tropical,Moist,Deep Bedding,0.035,0.0245,0.0455,
139652,EmissionType object (4),Deer,Low-Productivity,Tropical,Moist,Composting,0.04,0.028,0.052,
139653,EmissionType object (4),Deer,Low-Productivity,Tropical,Moist,Aerobic Treatment,0,0,0,
139654,EmissionType object (4),Deer,Low-Productivity,Tropical,Dry,Lagoon,0,0,0,
139655,EmissionType object (4),Deer,Low-Productivity,Tropical,Dry,Liquid/Slurry,0,0,0,
139656,EmissionType object (4),Deer,Low-Productivity,Tropical,Dry,Solid Storage,0.015,0.0105,0.0195,
139657,EmissionType object (4),Deer,Low-Productivity,Tropical,Dry,Dry Lot,0.035,0.0245,0.0455,
139658,EmissionType object (4),Deer,Low-Productivity,Tropical,Dry,Pasture/Range/Paddock,0,0,0,
139659,EmissionType object (4),Deer,Low-Productivity,Tropical,Dry,Daily Spread,0,0,0,
139660,EmissionType object (4),Deer,Low-Productivity,Tropical,Dry,Digester,0,0,0,
139661,EmissionType object (4),Deer,Low-Productivity,Tropical,Dry,Burned For Fuel,0,0,0,
139662,EmissionType object (4),Deer,Low-Productivity,Tropical,Dry,Pit<1Month,0,0,0,
139663,EmissionType object (4),Deer,Low-Productivity,Tropical,Dry,Pit>1Month,0,0,0,
139664,EmissionType object (4),Deer,Low-Productivity,Tropical,Dry,Poultry Manure,0,0,0,
139665,EmissionType object (4),Deer,Low-Productivity,Tropical,Dry,Deep Bedding,0.035,0.0245,0.0455,
139666,EmissionType object (4),Deer,Low-Productivity,Tropical,Dry,Composting,0.04,0.028,0.052,
139667,EmissionType object (4),Deer,Low-Productivity,Tropical,Dry,Aerobic Treatment,0,0,0,
139668,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Moist,Lagoon,0,0,0,
139669,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Moist,Liquid/Slurry,0,0,0,
139670,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Moist,Solid Storage,0.015,0.0105,0.0195,
139671,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Moist,Dry Lot,0.035,0.0245,0.0455,
139672,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Moist,Pasture/Range/Paddock,0.12,0.084,0.156,
139673,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Moist,Daily Spread,0,0,0,
139674,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Moist,Digester,0,0,0,
139675,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Moist,Burned For Fuel,0,0,0,
139676,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Moist,Pit<1Month,0,0,0,
139677,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Moist,Pit>1Month,0,0,0,
139678,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Moist,Poultry Manure,0,0,0,
139679,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Moist,Deep Bedding,0.035,0.0245,0.0455,
139680,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Moist,Composting,0.04,0.028,0.052,
139681,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Moist,Aerobic Treatment,0,0,0,
139682,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Dry,Lagoon,0,0,0,
139683,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Dry,Liquid/Slurry,0,0,0,
139684,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Dry,Solid Storage,0.015,0.0105,0.0195,
139685,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Dry,Dry Lot,0.035,0.0245,0.0455,
139686,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Dry,Pasture/Range/Paddock,0,0,0,
139687,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Dry,Daily Spread,0,0,0,
139688,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Dry,Digester,0,0,0,
139689,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Dry,Burned For Fuel,0,0,0,
139690,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Dry,Pit<1Month,0,0,0,
139691,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Dry,Pit>1Month,0,0,0,
139692,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Dry,Poultry Manure,0,0,0,
139693,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Dry,Deep Bedding,0.035,0.0245,0.0455,
139694,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Dry,Composting,0.04,0.028,0.052,
139695,EmissionType object (4),Ostrich,High-Productivity,Cool Temperate,Dry,Aerobic Treatment,0,0,0,
139696,EmissionType object (4),Ostrich,High-Productivity,Boreal,Moist,Lagoon,0,0,0,
139697,EmissionType object (4),Ostrich,High-Productivity,Boreal,Moist,Liquid/Slurry,0,0,0,
139698,EmissionType object (4),Ostrich,High-Productivity,Boreal,Moist,Solid Storage,0.015,0.0105,0.0195,
139699,EmissionType object (4),Ostrich,High-Productivity,Boreal,Moist,Dry Lot,0.035,0.0245,0.0455,
139700,EmissionType object (4),Ostrich,High-Productivity,Boreal,Moist,Pasture/Range/Paddock,0.12,0.084,0.156,
139701,EmissionType object (4),Ostrich,High-Productivity,Boreal,Moist,Daily Spread,0,0,0,
139702,EmissionType object (4),Ostrich,High-Productivity,Boreal,Moist,Digester,0,0,0,
139703,EmissionType object (4),Ostrich,High-Productivity,Boreal,Moist,Burned For Fuel,0,0,0,
139704,EmissionType object (4),Ostrich,High-Productivity,Boreal,Moist,Pit<1Month,0,0,0,
139705,EmissionType object (4),Ostrich,High-Productivity,Boreal,Moist,Pit>1Month,0,0,0,
139706,EmissionType object (4),Ostrich,High-Productivity,Boreal,Moist,Poultry Manure,0,0,0,
139707,EmissionType object (4),Ostrich,High-Productivity,Boreal,Moist,Deep Bedding,0.035,0.0245,0.0455,
139708,EmissionType object (4),Ostrich,High-Productivity,Boreal,Moist,Composting,0.04,0.028,0.052,
139709,EmissionType object (4),Ostrich,High-Productivity,Boreal,Moist,Aerobic Treatment,0,0,0,
139710,EmissionType object (4),Ostrich,High-Productivity,Boreal,Dry,Lagoon,0,0,0,
139711,EmissionType object (4),Ostrich,High-Productivity,Boreal,Dry,Liquid/Slurry,0,0,0,
139712,EmissionType object (4),Ostrich,High-Productivity,Boreal,Dry,Solid Storage,0.015,0.0105,0.0195,
139713,EmissionType object (4),Ostrich,High-Productivity,Boreal,Dry,Dry Lot,0.035,0.0245,0.0455,
139714,EmissionType object (4),Ostrich,High-Productivity,Boreal,Dry,Pasture/Range/Paddock,0,0,0,
139715,EmissionType object (4),Ostrich,High-Productivity,Boreal,Dry,Daily Spread,0,0,0,
139716,EmissionType object (4),Ostrich,High-Productivity,Boreal,Dry,Digester,0,0,0,
139717,EmissionType object (4),Ostrich,High-Productivity,Boreal,Dry,Burned For Fuel,0,0,0,
139718,EmissionType object (4),Ostrich,High-Productivity,Boreal,Dry,Pit<1Month,0,0,0,
139719,EmissionType object (4),Ostrich,High-Productivity,Boreal,Dry,Pit>1Month,0,0,0,
139720,EmissionType object (4),Ostrich,High-Productivity,Boreal,Dry,Poultry Manure,0,0,0,
139721,EmissionType object (4),Ostrich,High-Productivity,Boreal,Dry,Deep Bedding,0.035,0.0245,0.0455,
139722,EmissionType object (4),Ostrich,High-Productivity,Boreal,Dry,Composting,0.04,0.028,0.052,
139723,EmissionType object (4),Ostrich,High-Productivity,Boreal,Dry,Aerobic Treatment,0,0,0,
139724,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Moist,Lagoon,0,0,0,
139725,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Moist,Liquid/Slurry,0,0,0,
139726,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Moist,Solid Storage,0.015,0.0105,0.0195,
139727,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Moist,Dry Lot,0.035,0.0245,0.0455,
139728,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Moist,Pasture/Range/Paddock,0.12,0.084,0.156,
139729,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Moist,Daily Spread,0,0,0,
139730,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Moist,Digester,0,0,0,
139731,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Moist,Burned For Fuel,0,0,0,
139732,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Moist,Pit<1Month,0,0,0,
139733,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Moist,Pit>1Month,0,0,0,
139734,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Moist,Poultry Manure,0,0,0,
139735,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Moist,Deep Bedding,0.035,0.0245,0.0455,
139736,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Moist,Composting,0.04,0.028,0.052,
139737,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Moist,Aerobic Treatment,0,0,0,
139738,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Dry,Lagoon,0,0,0,
139739,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Dry,Liquid/Slurry,0,0,0,
139740,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Dry,Solid Storage,0.015,0.0105,0.0195,
139741,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Dry,Dry Lot,0.035,0.0245,0.0455,
139742,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Dry,Pasture/Range/Paddock,0,0,0,
139743,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Dry,Daily Spread,0,0,0,
139744,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Dry,Digester,0,0,0,
139745,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Dry,Burned For Fuel,0,0,0,
139746,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Dry,Pit<1Month,0,0,0,
139747,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Dry,Pit>1Month,0,0,0,
139748,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Dry,Poultry Manure,0,0,0,
139749,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Dry,Deep Bedding,0.035,0.0245,0.0455,
139750,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Dry,Composting,0.04,0.028,0.052,
139751,EmissionType object (4),Ostrich,High-Productivity,Warm Temperate,Dry,Aerobic Treatment,0,0,0,
139752,EmissionType object (4),Ostrich,High-Productivity,Tropical Montane,Dry,Lagoon,0,0,0,
139753,EmissionType object (4),Ostrich,High-Productivity,Tropical Montane,Dry,Liquid/Slurry,0,0,0,
139754,EmissionType object (4),Ostrich,High-Productivity,Tropical Montane,Dry,Solid Storage,0.015,0.0105,0.0195,
139755,EmissionType object (4),Ostrich,High-Productivity,Tropical Montane,Dry,Dry Lot,0.035,0.0245,0.0455,
139756,EmissionType object (4),Ostrich,High-Productivity,Tropical Montane,Dry,Pasture/Range/Paddock,0,0,0,
139757,EmissionType object (4),Ostrich,High-Productivity,Tropical Montane,Dry,Daily Spread,0,0,0,
139758,EmissionType object (4),Ostrich,High-Productivity,Tropical Montane,Dry,Digester,0,0,0,
139759,EmissionType object (4),Ostrich,High-Productivity,Tropical Montane,Dry,Burned For Fuel,0,0,0,
139760,EmissionType object (4),Ostrich,High-Productivity,Tropical Montane,Dry,Pit<1Month,0,0,0,
139761,EmissionType object (4),Ostrich,High-Productivity,Tropical Montane,Dry,Pit>1Month,0,0,0,
139762,EmissionType object (4),Ostrich,High-Productivity,Tropical Montane,Dry,Poultry Manure,0,0,0,
139763,EmissionType object (4),Ostrich,High-Productivity,Tropical Montane,Dry,Deep Bedding,0.035,0.0245,0.0455,
139764,EmissionType object (4),Ostrich,High-Productivity,Tropical Montane,Dry,Composting,0.04,0.028,0.052,
139765,EmissionType object (4),Ostrich,High-Productivity,Tropical Montane,Dry,Aerobic Treatment,0,0,0,
139766,EmissionType object (4),Ostrich,High-Productivity,Tropical,Wet,Lagoon,0,0,0,
139767,EmissionType object (4),Ostrich,High-Productivity,Tropical,Wet,Liquid/Slurry,0,0,0,
139768,EmissionType object (4),Ostrich,High-Productivity,Tropical,Wet,Solid Storage,0.015,0.0105,0.0195,
139769,EmissionType object (4),Ostrich,High-Productivity,Tropical,Wet,Dry Lot,0.035,0.0245,0.0455,
139770,EmissionType object (4),Ostrich,High-Productivity,Tropical,Wet,Pasture/Range/Paddock,0.24,0.168,0.312,
139771,EmissionType object (4),Ostrich,High-Productivity,Tropical,Wet,Daily Spread,0,0,0,
139772,EmissionType object (4),Ostrich,High-Productivity,Tropical,Wet,Digester,0,0,0,
139773,EmissionType object (4),Ostrich,High-Productivity,Tropical,Wet,Burned For Fuel,0,0,0,
139774,EmissionType object (4),Ostrich,High-Productivity,Tropical,Wet,Pit<1Month,0,0,0,
139775,EmissionType object (4),Ostrich,High-Productivity,Tropical,Wet,Pit>1Month,0,0,0,
139776,EmissionType object (4),Ostrich,High-Productivity,Tropical,Wet,Poultry Manure,0,0,0,
139777,EmissionType object (4),Ostrich,High-Productivity,Tropical,Wet,Deep Bedding,0.035,0.0245,0.0455,
139778,EmissionType object (4),Ostrich,High-Productivity,Tropical,Wet,Composting,0.04,0.028,0.052,
139779,EmissionType object (4),Ostrich,High-Productivity,Tropical,Wet,Aerobic Treatment,0,0,0,
139780,EmissionType object (4),Ostrich,High-Productivity,Tropical,Moist,Lagoon,0,0,0,
139781,EmissionType object (4),Ostrich,High-Productivity,Tropical,Moist,Liquid/Slurry,0,0,0,
139782,EmissionType object (4),Ostrich,High-Productivity,Tropical,Moist,Solid Storage,0.015,0.0105,0.0195,
139783,EmissionType object (4),Ostrich,High-Productivity,Tropical,Moist,Dry Lot,0.035,0.0245,0.0455,
139784,EmissionType object (4),Ostrich,High-Productivity,Tropical,Moist,Pasture/Range/Paddock,0.12,0.084,0.156,
139785,EmissionType object (4),Ostrich,High-Productivity,Tropical,Moist,Daily Spread,0,0,0,
139786,EmissionType object (4),Ostrich,High-Productivity,Tropical,Moist,Digester,0,0,0,
139787,EmissionType object (4),Ostrich,High-Productivity,Tropical,Moist,Burned For Fuel,0,0,0,
139788,EmissionType object (4),Ostrich,High-Productivity,Tropical,Moist,Pit<1Month,0,0,0,
139789,EmissionType object (4),Ostrich,High-Productivity,Tropical,Moist,Pit>1Month,0,0,0,
139790,EmissionType object (4),Ostrich,High-Productivity,Tropical,Moist,Poultry Manure,0,0,0,
139791,EmissionType object (4),Ostrich,High-Productivity,Tropical,Moist,Deep Bedding,0.035,0.0245,0.0455,
139792,EmissionType object (4),Ostrich,High-Productivity,Tropical,Moist,Composting,0.04,0.028,0.052,
139793,EmissionType object (4),Ostrich,High-Productivity,Tropical,Moist,Aerobic Treatment,0,0,0,
139794,EmissionType object (4),Ostrich,High-Productivity,Tropical,Dry,Lagoon,0,0,0,
139795,EmissionType object (4),Ostrich,High-Productivity,Tropical,Dry,Liquid/Slurry,0,0,0,
139796,EmissionType object (4),Ostrich,High-Productivity,Tropical,Dry,Solid Storage,0.015,0.0105,0.0195,
139797,EmissionType object (4),Ostrich,High-Productivity,Tropical,Dry,Dry Lot,0.035,0.0245,0.0455,
139798,EmissionType object (4),Ostrich,High-Productivity,Tropical,Dry,Pasture/Range/Paddock,0,0,0,
139799,EmissionType object (4),Ostrich,High-Productivity,Tropical,Dry,Daily Spread,0,0,0,
139800,EmissionType object (4),Ostrich,High-Productivity,Tropical,Dry,Digester,0,0,0,
139801,EmissionType object (4),Ostrich,High-Productivity,Tropical,Dry,Burned For Fuel,0,0,0,
139802,EmissionType object (4),Ostrich,High-Productivity,Tropical,Dry,Pit<1Month,0,0,0,
139803,EmissionType object (4),Ostrich,High-Productivity,Tropical,Dry,Pit>1Month,0,0,0,
139804,EmissionType object (4),Ostrich,High-Productivity,Tropical,Dry,Poultry Manure,0,0,0,
139805,EmissionType object (4),Ostrich,High-Productivity,Tropical,Dry,Deep Bedding,0.035,0.0245,0.0455,
139806,EmissionType object (4),Ostrich,High-Productivity,Tropical,Dry,Composting,0.04,0.028,0.052,
139807,EmissionType object (4),Ostrich,High-Productivity,Tropical,Dry,Aerobic Treatment,0,0,0,
139808,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Moist,Lagoon,0,0,0,
139809,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Moist,Liquid/Slurry,0,0,0,
139810,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Moist,Solid Storage,0.015,0.0105,0.0195,
139811,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Moist,Dry Lot,0.035,0.0245,0.0455,
139812,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Moist,Pasture/Range/Paddock,0.12,0.084,0.156,
139813,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Moist,Daily Spread,0,0,0,
139814,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Moist,Digester,0,0,0,
139815,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Moist,Burned For Fuel,0,0,0,
139816,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Moist,Pit<1Month,0,0,0,
139817,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Moist,Pit>1Month,0,0,0,
139818,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Moist,Poultry Manure,0,0,0,
139819,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Moist,Deep Bedding,0.035,0.0245,0.0455,
139820,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Moist,Composting,0.04,0.028,0.052,
139821,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Moist,Aerobic Treatment,0,0,0,
139822,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Dry,Lagoon,0,0,0,
139823,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Dry,Liquid/Slurry,0,0,0,
139824,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Dry,Solid Storage,0.015,0.0105,0.0195,
139825,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Dry,Dry Lot,0.035,0.0245,0.0455,
139826,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Dry,Pasture/Range/Paddock,0,0,0,
139827,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Dry,Daily Spread,0,0,0,
139828,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Dry,Digester,0,0,0,
139829,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Dry,Burned For Fuel,0,0,0,
139830,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Dry,Pit<1Month,0,0,0,
139831,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Dry,Pit>1Month,0,0,0,
139832,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Dry,Poultry Manure,0,0,0,
139833,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Dry,Deep Bedding,0.035,0.0245,0.0455,
139834,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Dry,Composting,0.04,0.028,0.052,
139835,EmissionType object (4),Ostrich,Low-Productivity,Cool Temperate,Dry,Aerobic Treatment,0,0,0,
139836,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Moist,Lagoon,0,0,0,
139837,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Moist,Liquid/Slurry,0,0,0,
139838,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Moist,Solid Storage,0.015,0.0105,0.0195,
139839,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Moist,Dry Lot,0.035,0.0245,0.0455,
139840,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Moist,Pasture/Range/Paddock,0.12,0.084,0.156,
139841,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Moist,Daily Spread,0,0,0,
139842,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Moist,Digester,0,0,0,
139843,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Moist,Burned For Fuel,0,0,0,
139844,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Moist,Pit<1Month,0,0,0,
139845,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Moist,Pit>1Month,0,0,0,
139846,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Moist,Poultry Manure,0,0,0,
139847,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Moist,Deep Bedding,0.035,0.0245,0.0455,
139848,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Moist,Composting,0.04,0.028,0.052,
139849,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Moist,Aerobic Treatment,0,0,0,
139850,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Dry,Lagoon,0,0,0,
139851,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Dry,Liquid/Slurry,0,0,0,
139852,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Dry,Solid Storage,0.015,0.0105,0.0195,
139853,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Dry,Dry Lot,0.035,0.0245,0.0455,
139854,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Dry,Pasture/Range/Paddock,0,0,0,
139855,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Dry,Daily Spread,0,0,0,
139856,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Dry,Digester,0,0,0,
139857,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Dry,Burned For Fuel,0,0,0,
139858,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Dry,Pit<1Month,0,0,0,
139859,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Dry,Pit>1Month,0,0,0,
139860,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Dry,Poultry Manure,0,0,0,
139861,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Dry,Deep Bedding,0.035,0.0245,0.0455,
139862,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Dry,Composting,0.04,0.028,0.052,
139863,EmissionType object (4),Ostrich,Low-Productivity,Boreal,Dry,Aerobic Treatment,0,0,0,
139864,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Moist,Lagoon,0,0,0,
139865,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Moist,Liquid/Slurry,0,0,0,
139866,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Moist,Solid Storage,0.015,0.0105,0.0195,
139867,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Moist,Dry Lot,0.035,0.0245,0.0455,
139868,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Moist,Pasture/Range/Paddock,0.12,0.084,0.156,
139869,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Moist,Daily Spread,0,0,0,
139870,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Moist,Digester,0,0,0,
139871,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Moist,Burned For Fuel,0,0,0,
139872,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Moist,Pit<1Month,0,0,0,
139873,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Moist,Pit>1Month,0,0,0,
139874,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Moist,Poultry Manure,0,0,0,
139875,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Moist,Deep Bedding,0.035,0.0245,0.0455,
139876,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Moist,Composting,0.04,0.028,0.052,
139877,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Moist,Aerobic Treatment,0,0,0,
139878,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Dry,Lagoon,0,0,0,
139879,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Dry,Liquid/Slurry,0,0,0,
139880,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Dry,Solid Storage,0.015,0.0105,0.0195,
139881,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Dry,Dry Lot,0.035,0.0245,0.0455,
139882,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Dry,Pasture/Range/Paddock,0,0,0,
139883,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Dry,Daily Spread,0,0,0,
139884,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Dry,Digester,0,0,0,
139885,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Dry,Burned For Fuel,0,0,0,
139886,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Dry,Pit<1Month,0,0,0,
139887,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Dry,Pit>1Month,0,0,0,
139888,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Dry,Poultry Manure,0,0,0,
139889,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Dry,Deep Bedding,0.035,0.0245,0.0455,
139890,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Dry,Composting,0.04,0.028,0.052,
139891,EmissionType object (4),Ostrich,Low-Productivity,Warm Temperate,Dry,Aerobic Treatment,0,0,0,
139892,EmissionType object (4),Ostrich,Low-Productivity,Tropical Montane,Dry,Lagoon,0,0,0,
139893,EmissionType object (4),Ostrich,Low-Productivity,Tropical Montane,Dry,Liquid/Slurry,0,0,0,
139894,EmissionType object (4),Ostrich,Low-Productivity,Tropical Montane,Dry,Solid Storage,0.015,0.0105,0.0195,
139895,EmissionType object (4),Ostrich,Low-Productivity,Tropical Montane,Dry,Dry Lot,0.035,0.0245,0.0455,
139896,EmissionType object (4),Ostrich,Low-Productivity,Tropical Montane,Dry,Pasture/Range/Paddock,0,0,0,
139897,EmissionType object (4),Ostrich,Low-Productivity,Tropical Montane,Dry,Daily Spread,0,0,0,
139898,EmissionType object (4),Ostrich,Low-Productivity,Tropical Montane,Dry,Digester,0,0,0,
139899,EmissionType object (4),Ostrich,Low-Productivity,Tropical Montane,Dry,Burned For Fuel,0,0,0,
