id,summary,climate,moisture,continent,land_use_type,value (original),totalbiomass,totalbiomass_min,totalbiomass_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, tables 5.1, 5.2, 5.3, 5.9, and Source: 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2006), Volume 4 AFOLU, table 6.4.",,,
,Cool Temperate | Dry | Eastern Africa | Grains,Cool Temperate,Dry,Eastern Africa,Grains,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | South America | Soybeans,Warm Temperate,Moist,South America,Soybeans,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | South America | Dry Bean,Warm Temperate,Moist,South America,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | South America | Potatoes,Warm Temperate,Moist,South America,Potatoes,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | South America | Peanuts,Warm Temperate,Moist,South America,Peanuts,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | South America | Vegetables,Warm Temperate,Moist,South America,Vegetables,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | South America | Oilseeds,Warm Temperate,Moist,South America,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | South America | Groundnuts,Warm Temperate,Moist,South America,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | South America | Annual Cropland,Warm Temperate,Moist,South America,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | South America | Set Aside,Warm Temperate,Moist,South America,Set Aside,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | South America | Flooded Rice,Warm Temperate,Moist,South America,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | South America | Grassland,Warm Temperate,Moist,South America,Grassland,6.345,6.345,1.58625,11.10375,,,,
,Warm Temperate | Moist | South America | Other Land (Non-Vegetated),Warm Temperate,Moist,South America,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Warm Temperate | Moist | South America | Settlement,Warm Temperate,Moist,South America,Settlement,0,0,#N/A,#N/A,,,,
,Warm Temperate | Moist | South America | Agroforestry - Default,Warm Temperate,Moist,South America,Agroforestry - Default,1.756666667,1.756666667,1.016866667,2.496466667,,,,
,Warm Temperate | Moist | South America | Hedgerow,Warm Temperate,Moist,South America,Hedgerow,1.1,1.1,0.6737,1.5263,,,,
,Warm Temperate | Moist | South America | Silvoarable,Warm Temperate,Moist,South America,Silvoarable,1.14,1.14,0.6486,1.6314,,,,
,Warm Temperate | Moist | South America | Silvopasture,Warm Temperate,Moist,South America,Silvopasture,3.03,3.03,1.8184,4.2416,,,,
,Warm Temperate | Moist | South America | Other Land,Warm Temperate,Moist,South America,Other Land,0,0,#N/A,#N/A,,,,
,Warm Temperate | Moist | South America | Olive,Warm Temperate,Moist,South America,Olive,0.46,0.46,0.3358,0.5842,,,,
,Warm Temperate | Moist | South America | Orchard,Warm Temperate,Moist,South America,Orchard,0.43,0.43,0.2322,0.6278,,,,
,Warm Temperate | Moist | South America | Short Rotation Coppice,Warm Temperate,Moist,South America,Short Rotation Coppice,3.2,3.2,1.92,4.48,,,,
,Warm Temperate | Moist | South America | Tea,Warm Temperate,Moist,South America,Tea,0.7,0.7,0.525,0.875,,,,
,Warm Temperate | Moist | South America | Vine,Warm Temperate,Moist,South America,Vine,0.28,0.28,0.2072,0.3528,,,,
,Warm Temperate | Moist | South America | Oil Palm,Warm Temperate,Moist,South America,Oil Palm,0,0,#N/A,#N/A,,,,
,Warm Temperate | Moist | South America | Rubber,Warm Temperate,Moist,South America,Rubber,0,0,#N/A,#N/A,,,,
,Warm Temperate | Moist | Central America | Grains,Warm Temperate,Moist,Central America,Grains,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Central America | Maize,Warm Temperate,Moist,Central America,Maize,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Central America | Sugarcane,Warm Temperate,Moist,Central America,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Central America | Wheat,Warm Temperate,Moist,Central America,Wheat,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Central America | Beans & Pulses,Warm Temperate,Moist,Central America,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Central America | Tubers,Warm Temperate,Moist,Central America,Tubers,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Central America | Root Crops,Warm Temperate,Moist,Central America,Root Crops,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Central America | Barley,Warm Temperate,Moist,Central America,Barley,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Central America | Oats,Warm Temperate,Moist,Central America,Oats,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Central America | Millet,Warm Temperate,Moist,Central America,Millet,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Central America | Sorghum,Warm Temperate,Moist,Central America,Sorghum,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Central America | Rye,Warm Temperate,Moist,Central America,Rye,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Central America | Soybeans,Warm Temperate,Moist,Central America,Soybeans,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Central America | Dry Bean,Warm Temperate,Moist,Central America,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Central America | Potatoes,Warm Temperate,Moist,Central America,Potatoes,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Central America | Peanuts,Warm Temperate,Moist,Central America,Peanuts,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Central America | Vegetables,Warm Temperate,Moist,Central America,Vegetables,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Central America | Oilseeds,Warm Temperate,Moist,Central America,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Central America | Groundnuts,Warm Temperate,Moist,Central America,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Central America | Annual Cropland,Warm Temperate,Moist,Central America,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Central America | Set Aside,Warm Temperate,Moist,Central America,Set Aside,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Central America | Flooded Rice,Warm Temperate,Moist,Central America,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Central America | Grassland,Warm Temperate,Moist,Central America,Grassland,6.345,6.345,1.58625,11.10375,,,,
,Warm Temperate | Moist | Central America | Other Land (Non-Vegetated),Warm Temperate,Moist,Central America,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Warm Temperate | Moist | Central America | Settlement,Warm Temperate,Moist,Central America,Settlement,0,0,#N/A,#N/A,,,,
,Warm Temperate | Moist | Central America | Agroforestry - Default,Warm Temperate,Moist,Central America,Agroforestry - Default,1.756666667,1.756666667,1.016866667,2.496466667,,,,
,Warm Temperate | Moist | Central America | Hedgerow,Warm Temperate,Moist,Central America,Hedgerow,1.1,1.1,0.6737,1.5263,,,,
,Warm Temperate | Moist | Central America | Silvoarable,Warm Temperate,Moist,Central America,Silvoarable,1.14,1.14,0.6486,1.6314,,,,
,Warm Temperate | Moist | Central America | Silvopasture,Warm Temperate,Moist,Central America,Silvopasture,3.03,3.03,1.8184,4.2416,,,,
,Warm Temperate | Moist | Central America | Other Land,Warm Temperate,Moist,Central America,Other Land,0,0,#N/A,#N/A,,,,
,Warm Temperate | Moist | Central America | Olive,Warm Temperate,Moist,Central America,Olive,0.46,0.46,0.3358,0.5842,,,,
,Warm Temperate | Moist | Central America | Orchard,Warm Temperate,Moist,Central America,Orchard,0.43,0.43,0.2322,0.6278,,,,
,Warm Temperate | Moist | Central America | Short Rotation Coppice,Warm Temperate,Moist,Central America,Short Rotation Coppice,3.2,3.2,1.92,4.48,,,,
,Warm Temperate | Moist | Central America | Tea,Warm Temperate,Moist,Central America,Tea,0.7,0.7,0.525,0.875,,,,
,Warm Temperate | Moist | Central America | Vine,Warm Temperate,Moist,Central America,Vine,0.28,0.28,0.2072,0.3528,,,,
,Warm Temperate | Moist | Central America | Oil Palm,Warm Temperate,Moist,Central America,Oil Palm,0,0,#N/A,#N/A,,,,
,Warm Temperate | Moist | Central America | Rubber,Warm Temperate,Moist,Central America,Rubber,0,0,#N/A,#N/A,,,,
,Warm Temperate | Moist | Caribbean | Grains,Warm Temperate,Moist,Caribbean,Grains,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Caribbean | Maize,Warm Temperate,Moist,Caribbean,Maize,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Caribbean | Sugarcane,Warm Temperate,Moist,Caribbean,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Caribbean | Wheat,Warm Temperate,Moist,Caribbean,Wheat,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Caribbean | Beans & Pulses,Warm Temperate,Moist,Caribbean,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Caribbean | Tubers,Warm Temperate,Moist,Caribbean,Tubers,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Caribbean | Root Crops,Warm Temperate,Moist,Caribbean,Root Crops,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Caribbean | Barley,Warm Temperate,Moist,Caribbean,Barley,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Caribbean | Oats,Warm Temperate,Moist,Caribbean,Oats,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Caribbean | Millet,Warm Temperate,Moist,Caribbean,Millet,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Caribbean | Sorghum,Warm Temperate,Moist,Caribbean,Sorghum,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Caribbean | Rye,Warm Temperate,Moist,Caribbean,Rye,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Caribbean | Soybeans,Warm Temperate,Moist,Caribbean,Soybeans,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Caribbean | Dry Bean,Warm Temperate,Moist,Caribbean,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Caribbean | Potatoes,Warm Temperate,Moist,Caribbean,Potatoes,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Caribbean | Peanuts,Warm Temperate,Moist,Caribbean,Peanuts,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Caribbean | Vegetables,Warm Temperate,Moist,Caribbean,Vegetables,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Caribbean | Oilseeds,Warm Temperate,Moist,Caribbean,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Caribbean | Groundnuts,Warm Temperate,Moist,Caribbean,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Caribbean | Annual Cropland,Warm Temperate,Moist,Caribbean,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Caribbean | Set Aside,Warm Temperate,Moist,Caribbean,Set Aside,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Caribbean | Flooded Rice,Warm Temperate,Moist,Caribbean,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Warm Temperate | Moist | Caribbean | Grassland,Warm Temperate,Moist,Caribbean,Grassland,6.345,6.345,1.58625,11.10375,,,,
,Warm Temperate | Moist | Caribbean | Other Land (Non-Vegetated),Warm Temperate,Moist,Caribbean,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Warm Temperate | Moist | Caribbean | Settlement,Warm Temperate,Moist,Caribbean,Settlement,0,0,#N/A,#N/A,,,,
,Warm Temperate | Moist | Caribbean | Agroforestry - Default,Warm Temperate,Moist,Caribbean,Agroforestry - Default,1.756666667,1.756666667,1.016866667,2.496466667,,,,
,Warm Temperate | Moist | Caribbean | Hedgerow,Warm Temperate,Moist,Caribbean,Hedgerow,1.1,1.1,0.6737,1.5263,,,,
,Warm Temperate | Moist | Caribbean | Silvoarable,Warm Temperate,Moist,Caribbean,Silvoarable,1.14,1.14,0.6486,1.6314,,,,
,Warm Temperate | Moist | Caribbean | Silvopasture,Warm Temperate,Moist,Caribbean,Silvopasture,3.03,3.03,1.8184,4.2416,,,,
,Warm Temperate | Moist | Caribbean | Other Land,Warm Temperate,Moist,Caribbean,Other Land,0,0,#N/A,#N/A,,,,
,Warm Temperate | Moist | Caribbean | Olive,Warm Temperate,Moist,Caribbean,Olive,0.46,0.46,0.3358,0.5842,,,,
,Warm Temperate | Moist | Caribbean | Orchard,Warm Temperate,Moist,Caribbean,Orchard,0.43,0.43,0.2322,0.6278,,,,
,Warm Temperate | Moist | Caribbean | Short Rotation Coppice,Warm Temperate,Moist,Caribbean,Short Rotation Coppice,3.2,3.2,1.92,4.48,,,,
,Warm Temperate | Moist | Caribbean | Tea,Warm Temperate,Moist,Caribbean,Tea,0.7,0.7,0.525,0.875,,,,
,Warm Temperate | Moist | Caribbean | Vine,Warm Temperate,Moist,Caribbean,Vine,0.28,0.28,0.2072,0.3528,,,,
,Warm Temperate | Moist | Caribbean | Oil Palm,Warm Temperate,Moist,Caribbean,Oil Palm,0,0,#N/A,#N/A,,,,
,Warm Temperate | Moist | Caribbean | Rubber,Warm Temperate,Moist,Caribbean,Rubber,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Eastern Africa | Grains,Tropical,Dry,Eastern Africa,Grains,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Africa | Maize,Tropical,Dry,Eastern Africa,Maize,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Africa | Sugarcane,Tropical,Dry,Eastern Africa,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Africa | Wheat,Tropical,Dry,Eastern Africa,Wheat,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Africa | Beans & Pulses,Tropical,Dry,Eastern Africa,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Africa | Tubers,Tropical,Dry,Eastern Africa,Tubers,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Africa | Root Crops,Tropical,Dry,Eastern Africa,Root Crops,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Africa | Barley,Tropical,Dry,Eastern Africa,Barley,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Africa | Oats,Tropical,Dry,Eastern Africa,Oats,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Africa | Millet,Tropical,Dry,Eastern Africa,Millet,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Africa | Sorghum,Tropical,Dry,Eastern Africa,Sorghum,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Africa | Rye,Tropical,Dry,Eastern Africa,Rye,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Africa | Soybeans,Tropical,Dry,Eastern Africa,Soybeans,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Africa | Dry Bean,Tropical,Dry,Eastern Africa,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Africa | Potatoes,Tropical,Dry,Eastern Africa,Potatoes,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Africa | Peanuts,Tropical,Dry,Eastern Africa,Peanuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Africa | Vegetables,Tropical,Dry,Eastern Africa,Vegetables,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Africa | Oilseeds,Tropical,Dry,Eastern Africa,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Africa | Groundnuts,Tropical,Dry,Eastern Africa,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Africa | Annual Cropland,Tropical,Dry,Eastern Africa,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Africa | Set Aside,Tropical,Dry,Eastern Africa,Set Aside,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Africa | Flooded Rice,Tropical,Dry,Eastern Africa,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Eastern Africa | Grassland,Tropical,Dry,Eastern Africa,Grassland,4.089,4.089,1.02225,7.15575,,,,
,Tropical | Dry | Eastern Africa | Other Land (Non-Vegetated),Tropical,Dry,Eastern Africa,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Tropical | Dry | Eastern Africa | Settlement,Tropical,Dry,Eastern Africa,Settlement,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Eastern Africa | Agroforestry - Default,Tropical,Dry,Eastern Africa,Agroforestry - Default,3.58625,3.58625,1.533125,5.639375,,,,
,Tropical | Dry | Eastern Africa | Alley Cropping,Tropical,Dry,Eastern Africa,Alley Cropping,2.33,2.33,1.8036,2.8564,,,,
,Tropical | Dry | Eastern Africa | Perennial Fallow,Tropical,Dry,Eastern Africa,Perennial Fallow,8.15,8.15,6.9719,9.3281,,,,
,Tropical | Dry | Eastern Africa | Hedgerow,Tropical,Dry,Eastern Africa,Hedgerow,0.6,0.6,0.24,0.96,,,,
,Tropical | Dry | Eastern Africa | Multistrata,Tropical,Dry,Eastern Africa,Multistrata,2.09,2.09,1.6662,2.5138,,,,
,Tropical | Dry | Eastern Africa | Parkland,Tropical,Dry,Eastern Africa,Parkland,0.8,0.8,0.4578,1.1422,,,,
,Tropical | Dry | Eastern Africa | Shaded Perennial,Tropical,Dry,Eastern Africa,Shaded Perennial,2.95,2.95,2.374,3.526,,,,
,Tropical | Dry | Eastern Africa | Silvoarable,Tropical,Dry,Eastern Africa,Silvoarable,7.86,7.86,5.6136,10.1064,,,,
,Tropical | Dry | Eastern Africa | Silvopasture,Tropical,Dry,Eastern Africa,Silvopasture,3.91,3.91,2.0066,5.8134,,,,
,Tropical | Dry | Eastern Africa | Other Land,Tropical,Dry,Eastern Africa,Other Land,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Eastern Africa | Olive,Tropical,Dry,Eastern Africa,Olive,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Eastern Africa | Orchard,Tropical,Dry,Eastern Africa,Orchard,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Eastern Africa | Short Rotation Coppice,Tropical,Dry,Eastern Africa,Short Rotation Coppice,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Eastern Africa | Tea,Tropical,Dry,Eastern Africa,Tea,0.7,0.7,0.525,0.875,,,,
,Tropical | Dry | Eastern Africa | Vine,Tropical,Dry,Eastern Africa,Vine,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Eastern Africa | Oil Palm,Tropical,Dry,Eastern Africa,Oil Palm,2.4,2.4,1.416,3.384,,,,
,Tropical | Dry | Eastern Africa | Rubber,Tropical,Dry,Eastern Africa,Rubber,3,3,2.61,3.39,,,,
,Tropical | Dry | Central Africa | Grains,Tropical,Dry,Central Africa,Grains,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Africa | Maize,Tropical,Dry,Central Africa,Maize,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Africa | Sugarcane,Tropical,Dry,Central Africa,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Africa | Wheat,Tropical,Dry,Central Africa,Wheat,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Africa | Beans & Pulses,Tropical,Dry,Central Africa,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Africa | Tubers,Tropical,Dry,Central Africa,Tubers,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Africa | Root Crops,Tropical,Dry,Central Africa,Root Crops,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Africa | Barley,Tropical,Dry,Central Africa,Barley,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Africa | Oats,Tropical,Dry,Central Africa,Oats,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Africa | Millet,Tropical,Dry,Central Africa,Millet,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Africa | Sorghum,Tropical,Dry,Central Africa,Sorghum,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Africa | Rye,Tropical,Dry,Central Africa,Rye,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Africa | Soybeans,Tropical,Dry,Central Africa,Soybeans,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Africa | Dry Bean,Tropical,Dry,Central Africa,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Africa | Potatoes,Tropical,Dry,Central Africa,Potatoes,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Africa | Peanuts,Tropical,Dry,Central Africa,Peanuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Africa | Vegetables,Tropical,Dry,Central Africa,Vegetables,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Africa | Oilseeds,Tropical,Dry,Central Africa,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Africa | Groundnuts,Tropical,Dry,Central Africa,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Africa | Annual Cropland,Tropical,Dry,Central Africa,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Africa | Set Aside,Tropical,Dry,Central Africa,Set Aside,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Africa | Flooded Rice,Tropical,Dry,Central Africa,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Central Africa | Grassland,Tropical,Dry,Central Africa,Grassland,4.089,4.089,1.02225,7.15575,,,,
,Tropical | Dry | Central Africa | Other Land (Non-Vegetated),Tropical,Dry,Central Africa,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Tropical | Dry | Central Africa | Settlement,Tropical,Dry,Central Africa,Settlement,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Central Africa | Agroforestry - Default,Tropical,Dry,Central Africa,Agroforestry - Default,3.58625,3.58625,1.533125,5.639375,,,,
,Tropical | Dry | Central Africa | Alley Cropping,Tropical,Dry,Central Africa,Alley Cropping,2.33,2.33,1.8036,2.8564,,,,
,Tropical | Dry | Central Africa | Perennial Fallow,Tropical,Dry,Central Africa,Perennial Fallow,8.15,8.15,6.9719,9.3281,,,,
,Tropical | Dry | Central Africa | Hedgerow,Tropical,Dry,Central Africa,Hedgerow,0.6,0.6,0.24,0.96,,,,
,Tropical | Dry | Central Africa | Multistrata,Tropical,Dry,Central Africa,Multistrata,2.09,2.09,1.6662,2.5138,,,,
,Tropical | Dry | Central Africa | Parkland,Tropical,Dry,Central Africa,Parkland,0.8,0.8,0.4578,1.1422,,,,
,Tropical | Dry | Central Africa | Shaded Perennial,Tropical,Dry,Central Africa,Shaded Perennial,2.95,2.95,2.374,3.526,,,,
,Tropical | Dry | Central Africa | Silvoarable,Tropical,Dry,Central Africa,Silvoarable,7.86,7.86,5.6136,10.1064,,,,
,Tropical | Dry | Central Africa | Silvopasture,Tropical,Dry,Central Africa,Silvopasture,3.91,3.91,2.0066,5.8134,,,,
,Tropical | Dry | Central Africa | Other Land,Tropical,Dry,Central Africa,Other Land,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Central Africa | Olive,Tropical,Dry,Central Africa,Olive,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Central Africa | Orchard,Tropical,Dry,Central Africa,Orchard,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Central Africa | Short Rotation Coppice,Tropical,Dry,Central Africa,Short Rotation Coppice,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Central Africa | Tea,Tropical,Dry,Central Africa,Tea,0.7,0.7,0.525,0.875,,,,
,Tropical | Dry | Central Africa | Vine,Tropical,Dry,Central Africa,Vine,0,0,#N/A,#N/A,,,,
,Tropical | Dry | Central Africa | Oil Palm,Tropical,Dry,Central Africa,Oil Palm,2.4,2.4,1.416,3.384,,,,
,Tropical | Dry | Central Africa | Rubber,Tropical,Dry,Central Africa,Rubber,3,3,2.61,3.39,,,,
,Tropical | Dry | Northern Africa | Grains,Tropical,Dry,Northern Africa,Grains,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Northern Africa | Maize,Tropical,Dry,Northern Africa,Maize,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Northern Africa | Sugarcane,Tropical,Dry,Northern Africa,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Northern Africa | Wheat,Tropical,Dry,Northern Africa,Wheat,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Northern Africa | Beans & Pulses,Tropical,Dry,Northern Africa,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Northern Africa | Tubers,Tropical,Dry,Northern Africa,Tubers,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Northern Africa | Root Crops,Tropical,Dry,Northern Africa,Root Crops,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Northern Africa | Barley,Tropical,Dry,Northern Africa,Barley,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Northern Africa | Oats,Tropical,Dry,Northern Africa,Oats,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Northern Africa | Millet,Tropical,Dry,Northern Africa,Millet,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Northern Africa | Sorghum,Tropical,Dry,Northern Africa,Sorghum,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Northern Africa | Rye,Tropical,Dry,Northern Africa,Rye,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Northern Africa | Soybeans,Tropical,Dry,Northern Africa,Soybeans,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Northern Africa | Dry Bean,Tropical,Dry,Northern Africa,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Northern Africa | Potatoes,Tropical,Dry,Northern Africa,Potatoes,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Northern Africa | Peanuts,Tropical,Dry,Northern Africa,Peanuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Northern Africa | Vegetables,Tropical,Dry,Northern Africa,Vegetables,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Northern Africa | Oilseeds,Tropical,Dry,Northern Africa,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Northern Africa | Groundnuts,Tropical,Dry,Northern Africa,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Northern Africa | Annual Cropland,Tropical,Dry,Northern Africa,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Northern Africa | Set Aside,Tropical,Dry,Northern Africa,Set Aside,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Northern Africa | Flooded Rice,Tropical,Dry,Northern Africa,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Tropical | Dry | Northern Africa | Grassland,Tropical,Dry,Northern Africa,Grassland,4.089,4.089,1.02225,7.15575,,,,
,Tropical | Dry | Northern Africa | Other Land (Non-Vegetated),Tropical,Dry,Northern Africa,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
