climate;moisture;emission_type;livestock_category_type;livestock_production_type;Lagoon;Liquid/slurry;Solid storage;Dry lot;Pasture/Range/Paddock;Daily spread;Digester;Burned for fuel;Pit<1Month;Pit>1Month;Poultry manure;Deep bedding;Composting;Aerobic treatment
Tropical;Dry;CH4;Goats;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Goats;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Goats;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Goats;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Goats;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Goats;Default;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Goats;Default;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Goats;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Goats;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Goats;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Goats;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Goats;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Goats;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Camels;High-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Camels;High-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Camels;High-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Camels;High-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Camels;High-Productivity;0;0;7;2,6;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Camels;High-Productivity;0;0;7;2,6;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Camels;High-Productivity;0;0;8,7;0;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Camels;High-Productivity;0;0;8,7;0;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Camels;High-Productivity;0;0;8,7;0;0,6;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Camels;High-Productivity;0;0;8,7;0;0,6;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Camels;High-Productivity;0;0;8,7;0;0,6;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Camels;High-Productivity;0;0;8,7;0;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Camels;Low-Productivity;0;0;2,8;1,4;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Camels;Low-Productivity;0;0;2,8;1,4;0,6;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Camels;Low-Productivity;0;0;2,8;1,4;0,6;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Camels;Low-Productivity;0;0;2,8;1,4;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Camels;Low-Productivity;0;0;5,6;2,1;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Camels;Low-Productivity;0;0;5,6;2,1;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Camels;Low-Productivity;0;0;7;2,8;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Camels;Low-Productivity;0;0;7;2,8;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Camels;Low-Productivity;0;0;7;2,8;0,6;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Camels;Low-Productivity;0;0;7;2,8;0,6;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Camels;Low-Productivity;0;0;7;2,8;0,6;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Camels;Low-Productivity;0;0;7;2,8;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Camels;Default;0;0;2,8;1,4;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Camels;Default;0;0;2,8;1,4;0,6;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Camels;Default;0;0;2,8;1,4;0,6;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Camels;Default;0;0;2,8;1,4;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Camels;Default;0;0;5,6;2,1;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Camels;Default;0;0;5,6;2,1;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Camels;Default;0;0;7;2,8;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Camels;Default;0;0;7;2,8;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Camels;Default;0;0;7;2,8;0,6;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Camels;Default;0;0;7;2,8;0,6;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Camels;Default;0;0;7;2,8;0,6;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Camels;Default;0;0;7;2,8;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Horses;High-Productivity;0;0;4;2;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Horses;High-Productivity;0;0;4;2;0,6;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Horses;High-Productivity;0;0;4;2;0,6;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Horses;High-Productivity;0;0;4;2;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Horses;High-Productivity;0;0;8;3;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Horses;High-Productivity;0;0;8;3;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Horses;High-Productivity;0;0;10,1;4;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Horses;High-Productivity;0;0;10,1;4;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Horses;High-Productivity;0;0;10,1;4;0,6;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Horses;High-Productivity;0;0;10,1;4;0,6;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Horses;High-Productivity;0;0;10,1;4;0,6;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Horses;High-Productivity;0;0;10,1;4;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Horses;Low-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Horses;Low-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Horses;Low-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Horses;Low-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Horses;Low-Productivity;0;0;7;2,6;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Horses;Low-Productivity;0;0;7;2,6;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Horses;Low-Productivity;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Horses;Low-Productivity;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Horses;Low-Productivity;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Horses;Low-Productivity;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Horses;Low-Productivity;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Horses;Low-Productivity;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Horses;Default;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Horses;Default;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Horses;Default;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Horses;Default;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Horses;Default;0;0;7;2,6;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Horses;Default;0;0;7;2,6;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Horses;Default;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Horses;Default;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Horses;Default;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Horses;Default;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Horses;Default;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Horses;Default;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Mules And Asses;High-Productivity;0;0;4,4;2,2;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Mules And Asses;High-Productivity;0;0;4,4;2,2;0,6;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Mules And Asses;High-Productivity;0;0;4,4;2,2;0,6;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Mules And Asses;High-Productivity;0;0;4,4;2,2;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Mules And Asses;High-Productivity;0;0;8,8;3,3;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Mules And Asses;High-Productivity;0;0;8,8;3,3;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Mules And Asses;High-Productivity;0;0;11,1;4,4;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Mules And Asses;High-Productivity;0;0;11,1;4,4;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Mules And Asses;High-Productivity;0;0;11,1;4,4;0,6;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Mules And Asses;High-Productivity;0;0;11,1;4,4;0,6;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Mules And Asses;High-Productivity;0;0;11,1;4,4;0,6;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Mules And Asses;High-Productivity;0;0;11,1;4,4;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Mules And Asses;Low-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Mules And Asses;Low-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Mules And Asses;Low-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Mules And Asses;Low-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Mules And Asses;Low-Productivity;0;0;7;2,6;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Mules And Asses;Low-Productivity;0;0;7;2,6;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Mules And Asses;Low-Productivity;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Mules And Asses;Low-Productivity;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Mules And Asses;Low-Productivity;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Mules And Asses;Low-Productivity;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Mules And Asses;Low-Productivity;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Mules And Asses;Low-Productivity;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Mules And Asses;Default;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Mules And Asses;Default;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Mules And Asses;Default;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Mules And Asses;Default;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Mules And Asses;Default;0;0;7;2,6;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Mules And Asses;Default;0;0;7;2,6;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Mules And Asses;Default;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Mules And Asses;Default;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Mules And Asses;Default;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Mules And Asses;Default;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Mules And Asses;Default;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Mules And Asses;Default;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Deer;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Deer;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Deer;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Deer;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Deer;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Deer;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Deer;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Deer;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Deer;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Deer;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Deer;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Deer;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Deer;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Deer;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Deer;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Deer;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Deer;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Deer;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Deer;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Deer;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Deer;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Deer;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Deer;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Deer;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Deer;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Deer;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Deer;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Deer;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Deer;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Deer;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Deer;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Deer;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Deer;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Deer;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Deer;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Deer;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Ostrich;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Ostrich;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Ostrich;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Ostrich;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Ostrich;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Ostrich;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Ostrich;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Ostrich;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Ostrich;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Ostrich;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Ostrich;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Ostrich;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Ostrich;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Ostrich;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Ostrich;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Ostrich;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Ostrich;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Ostrich;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Ostrich;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Ostrich;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Ostrich;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Ostrich;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Ostrich;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Ostrich;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Ostrich;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Ostrich;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Ostrich;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Ostrich;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Ostrich;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Ostrich;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Ostrich;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Ostrich;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Ostrich;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Ostrich;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Ostrich;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Ostrich;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
