emission_type;climate;moisture;livestock_category_type;livestock_production_type;Lagoon;Liquid/Slurry;Solid Storage;Dry Lot;Pasture/Range/Paddock;Daily Spread;Digester;Burned For Fuel;Pit<1Month;Pit>1Month;Poultry Manure;Deep Bedding;Composting;Aerobic Treatment
CH4;Tropical;Dry;Mules And Asses;High-Productivity;0;0;11,1;4,4;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Moist;Mules And Asses;Low-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Dry;Mules And Asses;Low-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Moist;Mules And Asses;Low-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Dry;Mules And Asses;Low-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Moist;Mules And Asses;Low-Productivity;0;0;7;2,6;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Dry;Mules And Asses;Low-Productivity;0;0;7;2,6;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical Montane;Dry;Mules And Asses;Low-Productivity;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical;Wet;Mules And Asses;Low-Productivity;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical;Moist;Mules And Asses;Low-Productivity;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical;Dry;Mules And Asses;Low-Productivity;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Moist;Mules And Asses;Default;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Dry;Mules And Asses;Default;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Moist;Mules And Asses;Default;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Dry;Mules And Asses;Default;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Moist;Mules And Asses;Default;0;0;7;2,6;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Dry;Mules And Asses;Default;0;0;7;2,6;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical Montane;Dry;Mules And Asses;Default;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical;Wet;Mules And Asses;Default;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical;Moist;Mules And Asses;Default;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical;Dry;Mules And Asses;Default;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Moist;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Dry;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Boreal;Moist;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Boreal;Dry;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Moist;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Dry;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Tropical Montane;Dry;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Tropical;Wet;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Tropical;Moist;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Tropical;Dry;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Moist;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Dry;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Boreal;Moist;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Boreal;Dry;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Moist;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Dry;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Tropical Montane;Dry;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Tropical;Wet;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Tropical;Moist;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Tropical;Dry;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Moist;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Dry;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Boreal;Moist;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Boreal;Dry;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Moist;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Dry;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Tropical Montane;Dry;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Tropical;Wet;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Tropical;Moist;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH4;Tropical;Dry;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Cool Temperate;Moist;Dairy Cattle;High-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Dry;Dairy Cattle;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Moist;Dairy Cattle;High-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Dry;Dairy Cattle;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Moist;Dairy Cattle;High-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Dry;Dairy Cattle;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical Montane;Dry;Dairy Cattle;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Wet;Dairy Cattle;High-Productivity;0;0,003333333;0,0075;0,02;0,006;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Moist;Dairy Cattle;High-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Dry;Dairy Cattle;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Moist;Dairy Cattle;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Dry;Dairy Cattle;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Moist;Dairy Cattle;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Dry;Dairy Cattle;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Moist;Dairy Cattle;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Dry;Dairy Cattle;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical Montane;Dry;Dairy Cattle;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Wet;Dairy Cattle;Low-Productivity;0;0,003333333;0,0075;0,02;0,006;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Moist;Dairy Cattle;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Dry;Dairy Cattle;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Moist;Dairy Cattle;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Dry;Dairy Cattle;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Moist;Dairy Cattle;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Dry;Dairy Cattle;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Moist;Dairy Cattle;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Dry;Dairy Cattle;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical Montane;Dry;Dairy Cattle;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Wet;Dairy Cattle;Default;0;0,003333333;0,0075;0,02;0,006;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Moist;Dairy Cattle;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Dry;Dairy Cattle;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Moist;Other Cattle;High-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Dry;Other Cattle;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Moist;Other Cattle;High-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Dry;Other Cattle;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Moist;Other Cattle;High-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Dry;Other Cattle;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical Montane;Dry;Other Cattle;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Wet;Other Cattle;High-Productivity;0;0,003333333;0,0075;0,02;0,006;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Moist;Other Cattle;High-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Dry;Other Cattle;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Moist;Other Cattle;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Dry;Other Cattle;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Moist;Other Cattle;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Dry;Other Cattle;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Moist;Other Cattle;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Dry;Other Cattle;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical Montane;Dry;Other Cattle;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Wet;Other Cattle;Low-Productivity;0;0,003333333;0,0075;0,02;0,006;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Moist;Other Cattle;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Dry;Other Cattle;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Moist;Other Cattle;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Dry;Other Cattle;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Moist;Other Cattle;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Dry;Other Cattle;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Moist;Other Cattle;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Dry;Other Cattle;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical Montane;Dry;Other Cattle;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Wet;Other Cattle;Default;0;0,003333333;0,0075;0,02;0,006;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Moist;Other Cattle;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Dry;Other Cattle;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Moist;Goats;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Cool Temperate;Dry;Goats;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Boreal;Moist;Goats;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Boreal;Dry;Goats;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Warm Temperate;Moist;Goats;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Warm Temperate;Dry;Goats;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical Montane;Dry;Goats;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical;Wet;Goats;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical;Moist;Goats;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical;Dry;Goats;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Cool Temperate;Moist;Goats;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Cool Temperate;Dry;Goats;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Boreal;Moist;Goats;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Boreal;Dry;Goats;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Warm Temperate;Moist;Goats;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Warm Temperate;Dry;Goats;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical Montane;Dry;Goats;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical;Wet;Goats;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical;Moist;Goats;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical;Dry;Goats;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Cool Temperate;Moist;Goats;Default;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Cool Temperate;Dry;Goats;Default;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Boreal;Moist;Goats;Default;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Boreal;Dry;Goats;Default;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Warm Temperate;Moist;Goats;Default;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Warm Temperate;Dry;Goats;Default;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical Montane;Dry;Goats;Default;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical;Wet;Goats;Default;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical;Moist;Goats;Default;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical;Dry;Goats;Default;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Cool Temperate;Moist;Camels;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Cool Temperate;Dry;Camels;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Boreal;Moist;Camels;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Boreal;Dry;Camels;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Warm Temperate;Moist;Camels;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Warm Temperate;Dry;Camels;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical Montane;Dry;Camels;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical;Wet;Camels;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical;Moist;Camels;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical;Dry;Camels;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Cool Temperate;Moist;Camels;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Cool Temperate;Dry;Camels;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Boreal;Moist;Camels;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Boreal;Dry;Camels;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Warm Temperate;Moist;Camels;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Warm Temperate;Dry;Camels;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical Montane;Dry;Camels;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical;Wet;Camels;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical;Moist;Camels;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical;Dry;Camels;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Cool Temperate;Moist;Camels;Default;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Cool Temperate;Dry;Camels;Default;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Boreal;Moist;Camels;Default;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Boreal;Dry;Camels;Default;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Warm Temperate;Moist;Camels;Default;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Warm Temperate;Dry;Camels;Default;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical Montane;Dry;Camels;Default;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical;Wet;Camels;Default;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical;Moist;Camels;Default;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical;Dry;Camels;Default;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Cool Temperate;Moist;Horses;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Cool Temperate;Dry;Horses;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Boreal;Moist;Horses;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Boreal;Dry;Horses;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Warm Temperate;Moist;Horses;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Warm Temperate;Dry;Horses;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical Montane;Dry;Horses;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical;Wet;Horses;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical;Moist;Horses;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Tropical;Dry;Horses;High-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Cool Temperate;Moist;Horses;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Cool Temperate;Dry;Horses;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Boreal;Moist;Horses;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
N2O;Boreal;Dry;Horses;Low-Productivity;0;0,003333333;0,01;0,02;0,003;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,03
